"X","site_row_id","STATE","county","ADDRESS","CITY","ycoord","xcoord","SITE_DESCRIPTION","service_or_fuel","diesel","twentyfour_hour_flag","car_wash","truckstop_flag","description","PUMP_TECH","POC","HIFCA","ZIPnew","POCAGE","POCGAP","ZIPPOC","HFG","MSA","dist.to.poc","cate.poc.density","cate.poc.age","cate.poc.age.20","cate.poc.intensity","cate.poc.intensity.tot","MSA_POC","MSA_POC.1"
23662,"1-ABS8-132","PA","Philadelphia","8005 OGONTZ AVE","PHILADELPHIA",40.073419,-75.158156,"Philadelphia-Camden-Wilmington PA-NJ-DE-","Fuel","N","Y","N","N","URBAN","O",0,0,19150,NA,NA,0,0,6160,7.90057240202543,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
46155,"1-13DV8XO","IL","Macoupin","702 S WASHINGTON ST","BUNKER HILL",39.03656,-89.95152,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,62014,NA,NA,0,0,0,20.6931403262927,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
49517,"1-1AAXXEJ","FL","Broward","621 W BROWARD BLVD","FORT LAUDERDALE",26.12227,-80.14981,"Miami-Fort Lauderdale-Pompano Beach FL","Fuel","Y","Y","N","Y","URBAN","O",0,1,33312,NA,NA,0,1,2680,13.3940896184422,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
13956,"1-61C8-26","KY","Warren","2750 RUSSELLVILLE RD","BOWLING GREEN",36.96061,-86.491422,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,1,42101,NA,NA,0,0,0,26.7078255437531,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
24232,"1-AKVQ-54","CA","Contra Costa","1500 KIRKER PASS RD","CONCORD",37.952355,-121.956855,"San Francisco-Oakland-Fremont CA","Fuel","Y","Y","N","Y","URBAN","O",0,1,94521,NA,NA,0,0,5775,3.96155860859117,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
58029,"1-1GG4YMH","SC","Richland","2053 TWO NOTCH RD","COLUMBIA",34.01989,-81.01466,"Columbia SC","Fuel","N","N","N","N","URBAN","O",0,1,29204,NA,NA,0,0,1760,46.8769271058371,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
29508,"1-I0B3C8","VA","Radford","7335 LEE HWY","RADFORD",37.146989,-80.587627,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,24141,NA,NA,0,0,0,33.9972116803058,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
68983,"1-45B589G","TN","Shelby","979 E BROOKS RD","MEMPHIS",35.06169,-90.0312,"Memphis TN-MS-AR","Fuel","Y","Y","N","Y","URBAN","O",0,1,38116,NA,NA,0,0,4920,4.72318248641383,"(1,5]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
36437,"1-MTGN7X","VA","Newport News City","15684 WARWICK BLVD","NEWPORT NEWS",37.166101,-76.55844,"Virginia Beach-Norfolk-Newport News VA-N","Fuel","Y","Y","N","Y","URBAN","O",0,0,23608,NA,NA,1,0,5720,3.57394426708924,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
56093,"1-1CAF2DJ","CA","Sacramento","3040 AUBURN BLVD","SACRAMENTO",38.63299,-121.3939,"Sacramento--Arden-Arcade--Roseville CA","Fuel","N","N","N","N","URBAN","O",0,1,95821,NA,NA,1,0,6920,2.52580625098012,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
13355,"1-5L1C-1","CA","Orange","26811 TRABUCO RD","MISSION VIEJO",33.62199,-117.660207,"Los Angeles-Long Beach-Santa Ana CA","Fuel","Y","N","N","N","URBAN","E",0,1,92691,NA,NA,0,1,5945,14.4881856148509,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
8281,"1-40CB-4156","AL","Shelby","169 SUPERCENTER DR","CALERA",33.146048,-86.749903,"Birmingham-Hoover AL","Fuel","Y","N","N","N","URBAN","O",0,0,35040,NA,NA,0,0,1000,37.3234188543439,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
64833,"1-2YCFX5U","OH","Mahoning","11025 AKRON CANFIELD RD","NORTH JACKSON",41.02436,-80.85833,"Youngstown-Warren-Boardman OH-PA","Fuel","Y","N","N","N","URBAN","O",0,1,44451,NA,NA,0,0,9320,30.0772951667701,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
44163,"1-YV77LD","TN","Carter","3950 HWY 19 E","ELIZABETHTON",36.32162,-82.20004,"Johnson City TN","Fuel","Y","N","N","Y","URBAN","O",0,0,37643,NA,NA,0,0,3660,32.6971275442054,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
2887,"1-3UVI-307","TX","Bexar","8102 CALLAGHAN RD","SAN ANTONIO",29.513066,-98.550596,"San Antonio TX","Fuel","N","Y","N","N","URBAN","V",0,1,78230,NA,NA,0,0,7240,2.87059576714282,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
57981,"1-1GF07W3","NY","Westchester","67 MCLEAN AVE","YONKERS",40.91853,-73.89372,"New York-Northern New Jersey-Long Island","Fuel","N","N","N","N","URBAN","O",0,1,10705,NA,NA,0,0,5600,27.6634990758376,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
24771,"1-APMR-1","VA","Montgomery","2395 TYLER RD","CHRISTIANSBURG",37.100663,-80.513727,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,24073,NA,NA,0,0,0,36.6805650208272,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
33197,"1-IB76V5","GA","Camden","1870 HARRIETTS BLUFF RD","WOODBINE",30.850758,-81.636591,"RURAL","Fuel","N","Y","N","N","RURAL","O",0,0,31569,NA,NA,0,0,0,41.002936307637,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
72605,"1-3I2C-4404","SC","Horry","100 N STRAND PKWY","MYRTLE BEACH",33.65184,-78.98456,"Myrtle Beach-North Myrtle Beach-Conway S","Fuel","N","Y","N","N","URBAN","E",0,1,29588,NA,NA,0,0,5330,8.32533869027628,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
64662,"1-2XDIO5Y","NC","Alamance","1122 E MOREHEAD ST","BURLINGTON",36.08214,-79.42914,"Burlington NC","Fuel","Y","N","N","N","URBAN","O",0,1,27215,NA,NA,0,0,3120,31.3588268359402,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
9021,"1-40CD-528","GA","Chatham","175 JOHNNY MERCER BLVD","SAVANNAH",32.014959,-80.986523,"Savannah GA","Fuel","Y","N","N","Y","URBAN","O",0,0,31410,NA,NA,0,0,7520,27.8571496434239,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
24366,"1-AMFR-560","TX","Lubbock","5802 34TH ST","LUBBOCK",33.563306,-101.940133,"Lubbock TX","Fuel","Y","Y","N","Y","URBAN","O",0,1,79407,NA,NA,0,0,4600,1.89995099705556,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
42641,"1-VXI6G0","GA","Clayton","323 CASH MEMORIAL BLVD","FOREST PARK",33.60887,-84.37305,"Atlanta-Sandy Springs-Marietta GA","Fuel","N","N","N","N","URBAN","O",0,1,30297,NA,NA,0,0,520,6.05799704227297,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
55973,"1-1C5OWRM","FL","Orange","5827 CURRY FORD RD","ORLANDO",28.52246,-81.30726,"Orlando-Kissimmee FL","Fuel","N","Y","N","N","URBAN","O",0,1,32822,NA,NA,0,1,5960,4.78806154484654,"(5,Inf]","(0,15]","(0,15]","(0,5]","(8,Inf]",1,1
638,"1-3UW4-1645","MI","Calhoun","6008 B DR N","BATTLE CREEK",42.261037,-85.178637,"Battle Creek MI","BOTH","Y","Y","Y","N","URBAN","O",0,0,49014,NA,NA,0,0,3720,29.024988648699,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
65824,"1-36A3SNS","KY","Hardin","1804 S DIXIE BLVD","RADCLIFF",37.81783,-85.92449,"RURAL","Fuel","Y","N","N","N","RURAL","V",0,1,40160,NA,NA,0,0,0,36.9058127980049,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
9937,"1-4B8D-156","CA","San Diego","1702 GATEWAY DR","SAN DIEGO",32.723363,-117.107838,"San Diego-Carlsbad-San Marcos CA","Fuel","N","Y","N","N","URBAN","O",0,1,92105,NA,NA,0,0,7320,10.6697594344545,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
15729,"1-7EP3-16","OK","Marshall","411 S 1ST","MADILL",34.087362,-96.773268,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,73446,NA,NA,0,0,0,18.593400785694,"(-1e-06,1]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
2486,"1-3UW9-3580","TX","Bexar","1802 S GENERAL MCMULLEN DR","SAN ANTONIO",29.398742,-98.557777,"San Antonio TX","Fuel","Y","Y","N","N","URBAN","V",0,1,78226,NA,NA,0,0,7240,4.81191438523158,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
36947,"1-NKS521","TX","Bexar","24905 US HWY 281 S","SAN ANTONIO",29.155288,-98.483152,"San Antonio TX","Fuel","N","Y","N","N","URBAN","O",0,1,78264,NA,NA,0,0,7240,21.3996250359966,"(1,5]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
72373,"1-3I28-4230","CA","Orange","14493 CULVER DR","IRVINE",33.70504,-117.7875,"Los Angeles-Long Beach-Santa Ana CA","BOTH","N","Y","N","N","URBAN","E",0,1,92604,NA,NA,0,1,5945,6.28579327817016,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
56528,"1-1D5AAEX","CA","San Bernardino","1425 E 4TH ST","ONTARIO",34.07766,-117.6252,"Riverside-San Bernardino-Ontario CA","Fuel","N","Y","N","N","URBAN","C",0,1,91764,NA,NA,1,1,6780,5.51703629423767,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
34395,"1-JXC9ZG","TX","Johnson","898 NE ALSBURY BLVD","BURLESON",32.563101,-97.32003,"Dallas-Fort Worth-Arlington TX","Fuel","Y","Y","N","N","URBAN","O",0,1,76028,NA,NA,0,0,2800,7.18851855526983,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
37691,"1-P369IP","TX","Williamson","10207 LAKE CREEK PKWY","AUSTIN",30.461687,-97.79262,"Austin-Round Rock TX","Fuel","N","N","N","N","URBAN","O",0,0,78729,NA,NA,1,0,640,1.80044931909279,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
40015,"1-SHE62R","GA","Lowndes","1827 JAMES P RODGERS","VALDOSTA",30.79716,-83.28007,"RURAL","Fuel","N","N","N","N","RURAL","O",0,0,31601,NA,NA,1,0,0,4.09591536499058,"(-1e-06,1]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",0,0
22614,"1-A0P6-4","IL","Cook","750 N WELLS ST","CHICAGO",41.895965,-87.634194,"Chicago-Naperville-Joliet IL-IN-WI","Fuel","Y","Y","N","N","URBAN","O",0,1,60654,NA,NA,0,0,1600,14.4623055155375,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
67611,"1-3L8KFA9","OH","Miami","891 S MIAMI ST","WEST MILTON",39.95078,-84.32324,"Dayton OH","Fuel","N","N","N","N","URBAN","O",0,0,45383,NA,NA,0,0,2000,45.2933476848126,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
63557,"1-2OHD9QQ","FL","Lee","13550 TREELINE AVE S","FORT MYERS",26.54653,-81.78647,"Cape Coral-Fort Myers FL","Fuel","Y","Y","N","N","URBAN","E",0,0,33913,NA,NA,0,1,2700,10.797282660339,"(1,5]","(15,140]","(15,140]","(0,5]","(8,Inf]",0,0
61273,"1-27E964P","TX","Dallas","4200 DUNCANVILLE RD","DALLAS",32.69078,-96.9085,"Dallas-Fort Worth-Arlington TX","Fuel","N","Y","N","N","URBAN","O",0,1,75236,NA,NA,1,0,1920,3.60491056298299,"(5,Inf]","(0,15]","(0,15]","(0,5]","(8,Inf]",1,1
41163,"1-UDO01B","SC","Dorchester","153 W MAIN ST","HARLEYVILLE",33.21518,-80.45124,"Charleston-North Charleston-Summerville","Fuel","Y","Y","N","Y","URBAN","O",0,0,29448,NA,NA,0,0,1440,44.7103908922471,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
19046,"1-8WXT-1922","MO","Jackson","3401 E RED BRIDGE RD","KANSAS CITY",38.924552,-94.550496,"Kansas City MO-KS","Fuel","N","N","N","N","URBAN","O",0,1,64137,NA,NA,0,0,3760,19.9053171932226,"(1,5]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",0,0
23913,"1-AEY6-8","GA","Whitfield","2800 S DIXIE HWY","DALTON",34.715848,-84.978748,"RURAL","Fuel","N","Y","N","N","RURAL","O",0,0,30720,NA,NA,0,0,0,42.2730179006552,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
50274,"1-1AOHDVT","TX","Bell","201 W MESQUITE AVE","ROGERS",30.93315,-97.229,"Killeen-Temple-Fort Hood TX","Fuel","Y","Y","N","N","URBAN","O",0,0,76569,NA,NA,0,0,3810,23.9013616602751,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
35226,"1-L130Y1","CA","Los Angeles","9240 FIRESTONE BLVD","DOWNEY",33.933184,-118.119447,"Los Angeles-Long Beach-Santa Ana CA","Fuel","N","N","N","N","URBAN","O",0,0,90241,NA,NA,0,1,4480,6.49640657064001,"(5,Inf]","(15,140]","(0,15]","(5,Inf]","(8,Inf]",1,1
28821,"1-HZTASJ","CO","Adams","691 E 120TH AVE","DENVER",39.914199,-104.978773,"Denver-Aurora-Broomfield CO","BOTH","Y","Y","Y","N","URBAN","O",0,1,80233,NA,NA,0,0,2080,16.0620399645598,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
65368,"1-3205AH1","IN","Washington","11 W STATE RD 60","PEKIN",38.50345,-86.01011,"RURAL","Fuel","Y","Y","N","N","RURAL","O",0,0,47165,NA,NA,0,0,0,38.8267390833791,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
50871,"1-1APF4JU","MS","Rankin","1861 SPILLWAY RD","BRANDON",32.38266,-90.04151,"Jackson MS","Fuel","Y","N","N","N","URBAN","C",0,1,39047,NA,NA,0,0,3560,11.015104581376,"(1,5]","(15,140]","(0,15]","(5,Inf]","(8,Inf]",0,0
63288,"1-2MC74ZJ","NC","Guilford","4432 US HWY 220 N","SUMMERFIELD",36.18702,-79.8895,"Greensboro-High Point NC","Fuel","Y","Y","N","N","URBAN","E",0,1,27358,NA,NA,0,0,3120,20.7664578412712,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
14754,"1-6KMF-4","KY","Kenton","5205 MADISON PK","INDEPENDENCE",38.947288,-84.542625,"Cincinnati-Middletown OH-KY-IN","Fuel","N","N","N","N","URBAN","O",0,1,41051,NA,NA,0,0,1640,24.109130783629,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
22407,"1-9YGT-2","CA","Stanislaus","401 9TH ST","MODESTO",37.634446,-120.994954,"Modesto CA","Fuel","Y","Y","N","Y","URBAN","O",0,1,95354,NA,NA,0,0,5170,11.2321352035349,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
34860,"1-KKT8UY","KY","Allen","529 SMITH GROVE RD","SCOTTSVILLE",36.75842,-86.188582,"RURAL","Fuel","Y","Y","N","N","RURAL","O",0,0,42164,NA,NA,0,0,0,31.8437436931815,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
35664,"1-LPNB66","AZ","Pinal","40900 N IRONWOOD DR","SAN TAN VALLEY",33.250653,-111.563452,"Phoenix-Mesa-Scottsdale AZ","Fuel","Y","Y","N","Y","URBAN","O",0,1,85140,NA,NA,0,0,6200,17.3388991682421,"(1,5]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
21643,"1-9M4H-3","TN","Williamson","2209 FAIRVIEW BLVD","FAIRVIEW",35.973508,-87.128315,"Nashville-Davidson--Murfreesboro--Frankl","Fuel","Y","Y","N","N","URBAN","O",0,0,37062,NA,NA,0,0,5360,32.5530160900943,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
44058,"1-YOCGEB","FL","Duval","551 CASSAT AVE","JACKSONVILLE",30.31852,-81.73074,"Jacksonville FL","Fuel","Y","Y","N","N","URBAN","O",0,1,32254,NA,NA,1,1,3600,2.8395687434851,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
18200,"1-8WXK-569","NJ","Bergen","387 MARKET ST","SADDLE BROOK",40.896916,-74.096143,"New York-Northern New Jersey-Long Island","Fuel","Y","N","N","N","URBAN","O",0,1,7663,NA,NA,0,0,875,26.2374277627052,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
34075,"1-JMYP66","NY","Suffolk","539 FORT SALONGA RD","NORTHPORT",40.893102,-73.337489,"New York-Northern New Jersey-Long Island","Fuel","N","N","N","N","URBAN","E",0,1,11768,NA,NA,0,0,5380,37.6536814162849,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
12543,"1-5499-337","FL","Manatee","224 PEARL AVE","SARASOTA",27.411318,-82.572307,"Bradenton-Sarasota-Venice FL","Fuel","N","N","N","N","URBAN","O",0,0,34243,NA,NA,1,1,7510,2.65658853274543,"(1,5]","(0,15]","(0,15]","(0,5]","(8,Inf]",0,0
57942,"1-1GBTIYT","TX","Tarrant","13100 WHITE SETTLEMENT RD","FORT WORTH",32.78243,-97.56119,"Dallas-Fort Worth-Arlington TX","Fuel","Y","N","N","N","URBAN","V",0,1,76108,NA,NA,0,0,2800,19.9026002475167,"(5,Inf]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",1,1
26736,"1-BRTH-2","OH","Franklin","4751 E MAIN ST","COLUMBUS",39.955322,-82.871049,"Columbus OH","Fuel","Y","Y","N","N","URBAN","O",0,1,43213,NA,NA,0,0,1840,6.86395990802104,"(1,5]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
21553,"1-9L0O-21","IL","DuPage","103 W 3RD ST","ELMHURST",41.903972,-87.940113,"Chicago-Naperville-Joliet IL-IN-WI","Fuel","N","Y","N","N","URBAN","O",0,0,60126,NA,NA,0,0,1600,12.1111770297004,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
17188,"1-8F5K-214","KS","Sedgwick","3707 N WOODLAWN BLVD","WICHITA",37.750969,-97.262408,"Wichita KS","Fuel","Y","Y","N","N","URBAN","O",0,1,67220,NA,NA,0,0,9040,13.3593205244663,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
44362,"1-ZB0Q9A","GA","Bulloch","1588 BRAMPTON AVE","STATESBORO",32.40626,-81.76991,"RURAL","Fuel","Y","Y","N","Y","RURAL","O",0,0,30458,NA,NA,0,0,0,41.7924017088961,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
59849,"1-1MJRPO8","FL","Duval","5975 ARLINGTON EXPRE","JACKSONVILLE",30.33186,-81.58581,"Jacksonville FL","Fuel","N","Y","N","N","URBAN","E",0,1,32211,NA,NA,0,1,3600,6.11664894204811,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
9893,"1-4B8D-1","VA","Hampton City","900 ABERDEEN RD","HAMPTON",37.018937,-76.403844,"Virginia Beach-Norfolk-Newport News VA-N","Fuel","N","Y","N","N","URBAN","O",0,0,23666,NA,NA,0,0,5720,18.0768328896424,"(-1e-06,1]","(140,Inf]","(15,140]","(-0.0001,0]","(-0.0001,0]",0,0
64407,"1-2UTFWZQ","SC","Laurens","811 S BRD ST","CLINTON",34.46877,-81.86924,"RURAL","Fuel","Y","Y","N","N","RURAL","O",0,0,29325,NA,NA,0,0,0,39.3108489427566,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
23429,"1-A9FL-1","NY","Bronx","350 GRAND CONCOURSE","BRONX",40.815188,-73.928656,"New York-Northern New Jersey-Long Island","Fuel","N","Y","N","N","URBAN","O",0,1,10451,NA,NA,0,0,5600,17.3941006357703,"(-1e-06,1]","(140,Inf]","(0,15]","(-0.0001,0]","(-0.0001,0]",0,0
9836,"1-4A9R-150","SC","Charleston","2300 SAVANNAH HWY","CHARLESTON",32.792137,-80.04352,"Charleston-North Charleston-Summerville","Fuel","Y","Y","N","N","URBAN","O",0,0,29414,NA,NA,0,0,1440,39.0782640767308,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
54963,"1-1AQQA8E","NY","Suffolk","1034 ROUTE 112","PORT JEFFERSON STATION",40.92276,-73.04514,"New York-Northern New Jersey-Long Island","Fuel","N","N","N","N","URBAN","O",0,1,11776,NA,NA,0,0,5380,34.5730960597635,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
24832,"1-AQPR-2","TN","Roane","1833 S ROANE ST","HARRIMAN",35.90691,-84.592882,"RURAL","Fuel","Y","N","N","N","RURAL","O",0,1,37748,NA,NA,0,0,0,47.1134757094546,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
41668,"1-UNFVZ8","AR","White","551 HWY 367 N","JUDSONIA",35.26681,-91.66506,"RURAL","Fuel","Y","N","N","Y","RURAL","O",0,0,72081,NA,NA,0,0,0,28.6362703370458,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
9923,"1-4B8D-126","CA","San Diego","12918 CAMPO RD","JAMUL",32.728035,-116.908545,"San Diego-Carlsbad-San Marcos CA","Fuel","N","Y","N","N","URBAN","O",0,1,91935,NA,NA,0,0,7320,12.6094279427763,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
15919,"1-7LUB-1","VA","Roanoke City","698 BRANDON AVE SW","ROANOKE",37.256518,-79.958446,"Roanoke VA","Fuel","Y","Y","N","N","URBAN","O",0,0,24015,NA,NA,0,0,6800,4.14052967940046,"(-1e-06,1]","(0,15]","(0,15]","(0,5]","(0,8]",0,0
57128,"1-1EHCFB6","TX","Dallas","8058 CULEBRA RD","DALLAS",32.91862,-96.77097,"Dallas-Fort Worth-Arlington TX","BOTH","Y","Y","N","Y","URBAN","O",0,1,75251,NA,NA,0,0,1920,1.05069972637531,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
31818,"1-IARGXG","FL","Miami-Dade","5750 NW 107TH AVE","MIAMI",25.82558,-80.369987,"Miami-Fort Lauderdale-Pompano Beach FL","BOTH","Y","Y","Y","N","URBAN","E",0,1,33178,NA,NA,1,1,5000,6.47600160389338,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
17734,"1-8L3A-1","MO","Jackson","8100 WESTRIDGE RD","KANSAS CITY",38.975119,-94.441667,"Kansas City MO-KS","Fuel","N","Y","Y","N","URBAN","O",0,1,64138,NA,NA,0,0,3760,13.0074191869995,"(1,5]","(15,140]","(0,15]","(0,5]","(8,Inf]",0,0
572,"1-3UW4-958","VA","Alexandria City","1015 W GLEBE RD","ALEXANDRIA",38.842522,-77.074792,"Washington-Arlington-Alexandria DC-VA-MD","Fuel","N","N","N","N","URBAN","O",0,0,22305,NA,NA,0,0,8840,35.9465623228073,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",1,1
42852,"1-WC5SAA","TX","Nacogdoches","15276 W STATE HIGHWA","DOUGLASS",31.65411,-94.88511,"RURAL","Fuel","Y","N","N","N","RURAL","O",0,0,75943,NA,NA,0,0,0,20.0229966780499,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
3430,"1-3UVK-1178","NC","Granville","2572 LYON STATION RD","CREEDMOOR",36.112539,-78.690875,"RURAL","Fuel","Y","Y","N","N","RURAL","O",0,0,27522,NA,NA,0,0,0,30.6391643525179,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
12131,"1-53ZY-1689","FL","Brevard","6405 MINTON RD","PALM BAY",27.957056,-80.682551,"Palm Bay-Melbourne-Titusville FL","Fuel","N","Y","N","N","URBAN","O",0,1,32908,NA,NA,0,1,4900,5.74944067305134,"(1,5]","(15,140]","(15,140]","(5,Inf]","(8,Inf]",1,1
64420,"1-2UTMMWW","CA","Los Angeles","20655 SOLEDAD CANYON RD","CANYON COUNTRY",34.42093,-118.4975,"Los Angeles-Long Beach-Santa Ana CA","Fuel","N","N","N","N","URBAN","O",0,0,91351,NA,NA,0,1,4480,7.72408396464795,"(1,5]","(0,15]","(0,15]","(0,5]","(0,8]",1,1
862,"1-3UW4-4041","IL","Cook","5726 N NAGLE AVE","CHICAGO",41.985687,-87.787709,"Chicago-Naperville-Joliet IL-IN-WI","BOTH","Y","Y","Y","N","URBAN","O",0,1,60646,NA,NA,0,0,1600,13.4974570634299,"(-1e-06,1]","(15,140]","(15,140]","(0,5]","(0,8]",0,0
5726,"1-40C8-4322","IN","Marion","4120 E SOUTHPORT RD","INDIANAPOLIS",39.6656,-86.096347,"Indianapolis-Carmel IN","BOTH","Y","Y","Y","N","URBAN","O",0,1,46237,NA,NA,0,0,3480,41.1104726270007,"(-1e-06,1]","(140,Inf]","(140,Inf]","(-0.0001,0]","(-0.0001,0]",0,0
53758,"1-1APMJO9","FL","Miami-Dade","601 NE 167TH ST","MIAMI",25.92868,-80.18817,"Miami-Fort Lauderdale-Pompano Beach FL","Fuel","N","Y","N","N","URBAN","C",0,1,33162,NA,NA,0,1,5000,1.93150325482745,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",0,0
3285,"1-3UVI-1838","TX","Dallas","2502 ROYAL LN STE 10","DALLAS",32.895962,-96.895823,"Dallas-Fort Worth-Arlington TX","Fuel","N","Y","N","N","URBAN","V",0,1,75229,NA,NA,1,0,1920,0.335961582284821,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
13887,"1-5Z74-14","TX","Dallas","2607 N STEMMONS FWY","DALLAS",32.806455,-96.841126,"Dallas-Fort Worth-Arlington TX","Fuel","N","Y","N","N","URBAN","O",0,1,75207,NA,NA,0,0,1920,2.35826349401788,"(5,Inf]","(0,15]","(0,15]","(5,Inf]","(8,Inf]",1,1
